backbone_name,miou_0,miou_90,miou_180,miou_270,rotation_std
CNN_DeepLabv3p-resnet50,0.5202313661575317,0.5177367925643921,0.5208461284637451,0.5187041163444519,0.0012279358453812985
TransformerUNetFormer-resnet18,0.4861193001270294,0.48842930793762207,0.4802449941635132,0.4923887252807617,0.004396585901970603
